Unnamed: 0,Ticker,Date,Open,High,Low,Close,Adj Close,Volume
60,^NYA,2008-08-08,8338.2900390625,8467.2802734375,8279.98046875,8460.3203125,8460.3203125,4966810000.0
61,^IXIC,2008-08-08,2356.840087890625,2416.39990234375,2352.0400390625,2414.10009765625,2414.10009765625,2189630000.0
68,^DJI,2008-08-08,11432.08984375,11759.9599609375,11388.0400390625,11734.3203125,11734.3203125,212830000.0
69,^GSPC,2008-08-08,1266.2900390625,1297.8499755859375,1262.1099853515625,1296.3199462890625,1296.3199462890625,4966810000.0
72,^NYA,2008-08-11,8460.240234375,8524.2001953125,8438.330078125,8492.9404296875,8492.9404296875,5067310000.0
73,^IXIC,2008-08-11,2407.550048828125,2461.64990234375,2402.530029296875,2439.949951171875,2439.949951171875,2272240000.0
80,^DJI,2008-08-11,11729.669921875,11867.1103515625,11675.5302734375,11782.349609375,11782.349609375,183190000.0
81,^GSPC,2008-08-11,1294.4200439453125,1313.1500244140625,1291.4100341796875,1305.3199462890625,1305.3199462890625,5067310000.0
84,^NYA,2008-08-12,8492.509765625,8492.509765625,8372.1103515625,8398.7099609375,8398.7099609375,4711290000.0
85,^IXIC,2008-08-12,2434.260009765625,2447.159912109375,2421.090087890625,2430.610107421875,2430.610107421875,2052610000.0
92,^DJI,2008-08-12,11781.7001953125,11782.349609375,11601.51953125,11642.4697265625,11642.4697265625,173590000.0
93,^GSPC,2008-08-12,1304.7900390625,1304.7900390625,1285.6400146484375,1289.5899658203125,1289.5899658203125,4711290000.0
96,^NYA,2008-08-13,8398.7001953125,8410.7099609375,8292.6904296875,8375.3896484375,8375.3896484375,4787600000.0
97,^IXIC,2008-08-13,2424.320068359375,2443.43994140625,2404.030029296875,2428.6201171875,2428.6201171875,1995490000.0
104,^DJI,2008-08-13,11632.8095703125,11633.7802734375,11453.33984375,11532.9599609375,11532.9599609375,182550000.0
105,^GSPC,2008-08-13,1288.6400146484375,1294.030029296875,1274.8599853515625,1285.8299560546875,1285.8299560546875,4787600000.0
108,^NYA,2008-08-14,8375.330078125,8412.599609375,8303.5400390625,8385.9697265625,8385.9697265625,4064000000.0
109,^IXIC,2008-08-14,2414.409912109375,2461.14990234375,2414.409912109375,2453.669921875,2453.669921875,1835830000.0
116,^DJI,2008-08-14,11532.0703125,11718.2802734375,11450.8896484375,11615.9296875,11615.9296875,159790000.0
117,^GSPC,2008-08-14,1282.1099853515625,1300.1099853515625,1276.8399658203125,1292.9300537109375,1292.9300537109375,4064000000.0
120,^NYA,2008-08-15,8385.849609375,8407.2900390625,8338.83984375,8383.669921875,8383.669921875,4041820000.0
121,^IXIC,2008-08-15,2463.10009765625,2473.199951171875,2441.050048828125,2452.52001953125,2452.52001953125,1742180000.0
126,^DJI,2008-08-15,11611.2099609375,11709.8896484375,11599.73046875,11659.900390625,11659.900390625,215040000.0
127,^GSPC,2008-08-15,1293.8499755859375,1302.050048828125,1290.739990234375,1298.199951171875,1298.199951171875,4041820000.0
130,^NYA,2008-08-18,8383.7900390625,8413.5302734375,8259.9697265625,8281.8603515625,8281.8603515625,3829290000.0
131,^IXIC,2008-08-18,2456.9599609375,2456.9599609375,2404.409912109375,2416.97998046875,2416.97998046875,1632610000.0
138,^DJI,2008-08-18,11659.650390625,11690.4296875,11434.1201171875,11479.3896484375,11479.3896484375,156290000.0
139,^GSPC,2008-08-18,1298.1400146484375,1300.219970703125,1274.510009765625,1278.5999755859375,1278.5999755859375,3829290000.0
142,^NYA,2008-08-19,8281.8095703125,8281.8095703125,8180.8798828125,8212.4697265625,8212.4697265625,4159760000.0
143,^IXIC,2008-08-19,2404.949951171875,2410.9599609375,2376.669921875,2384.360107421875,2384.360107421875,1716280000.0
150,^DJI,2008-08-19,11478.08984375,11478.169921875,11318.5,11348.5498046875,11348.5498046875,171580000.0
151,^GSPC,2008-08-19,1276.6500244140625,1276.6500244140625,1263.1099853515625,1266.68994140625,1266.68994140625,4159760000.0
154,^NYA,2008-08-20,8212.4599609375,8278.6396484375,8187.3701171875,8276.91015625,8276.91015625,4555030000.0
155,^IXIC,2008-08-20,2396.580078125,2408.679931640625,2372.340087890625,2389.080078125,2389.080078125,1746470000.0
162,^DJI,2008-08-20,11345.9404296875,11454.150390625,11290.580078125,11417.4296875,11417.4296875,144880000.0
163,^GSPC,2008-08-20,1267.3399658203125,1276.010009765625,1261.1600341796875,1274.5400390625,1274.5400390625,4555030000.0
166,^NYA,2008-08-21,8276.7099609375,8336.6201171875,8235.76953125,8314.1396484375,8314.1396484375,4032590000.0
167,^IXIC,2008-08-21,2371.5400390625,2387.719970703125,2360.389892578125,2380.3798828125,2380.3798828125,1562430000.0
174,^DJI,2008-08-21,11415.23046875,11476.2099609375,11315.5703125,11430.2099609375,11430.2099609375,130020000.0
175,^GSPC,2008-08-21,1271.0699462890625,1281.4000244140625,1265.219970703125,1277.719970703125,1277.719970703125,4032590000.0
178,^NYA,2008-08-22,8314.1396484375,8388.7900390625,8314.1396484375,8373.5498046875,8373.5498046875,3741070000.0
179,^IXIC,2008-08-22,2390.340087890625,2417.6298828125,2390.340087890625,2414.7099609375,2414.7099609375,1365910000.0
186,^DJI,2008-08-22,11426.7900390625,11632.1298828125,11426.7900390625,11628.0595703125,11628.0595703125,138790000.0
187,^GSPC,2008-08-22,1277.5899658203125,1293.0899658203125,1277.5899658203125,1292.199951171875,1292.199951171875,3741070000.0
190,^NYA,2008-08-25,8373.5498046875,8373.5498046875,8214.0703125,8229.0302734375,8229.0302734375,3420600000.0
191,^IXIC,2008-08-25,2399.72998046875,2399.72998046875,2362.199951171875,2365.590087890625,2365.590087890625,2366920000.0
197,^DJI,2008-08-25,11626.1904296875,11626.26953125,11362.6298828125,11386.25,11386.25,148610000.0
198,^GSPC,2008-08-25,1290.469970703125,1290.469970703125,1264.8699951171875,1266.8399658203125,1266.8399658203125,3420600000.0
201,^NYA,2008-08-26,8228.849609375,8285.580078125,8213.240234375,8263.7197265625,8263.7197265625,3587570000.0
202,^IXIC,2008-08-26,2364.31005859375,2377.0400390625,2345.7900390625,2361.969970703125,2361.969970703125,1256980000.0
209,^DJI,2008-08-26,11383.5595703125,11436.240234375,11340.41015625,11412.8701171875,11412.8701171875,119800000.0
210,^GSPC,2008-08-26,1267.030029296875,1275.6500244140625,1263.2099609375,1271.510009765625,1271.510009765625,3587570000.0
213,^NYA,2008-08-27,8263.75,8363.4697265625,8263.75,8349.83984375,8349.83984375,3499610000.0
214,^IXIC,2008-08-27,2362.860107421875,2395.02001953125,2358.929931640625,2382.4599609375,2382.4599609375,1540700000.0
221,^DJI,2008-08-27,11412.4599609375,11554.4599609375,11381.76953125,11502.509765625,11502.509765625,120580000.0
222,^GSPC,2008-08-27,1271.2900390625,1285.050048828125,1270.030029296875,1281.6600341796875,1281.6600341796875,3499610000.0
225,^NYA,2008-08-28,8349.83984375,8466.1201171875,8349.83984375,8466.1201171875,8466.1201171875,3854280000.0
226,^IXIC,2008-08-28,2390.110107421875,2412.840087890625,2388.550048828125,2411.639892578125,2411.639892578125,1582680000.0
233,^DJI,2008-08-28,11499.8701171875,11715.1796875,11499.7900390625,11715.1796875,11715.1796875,149150000.0
234,^GSPC,2008-08-28,1283.7900390625,1300.6800537109375,1283.7900390625,1300.6800537109375,1300.6800537109375,3854280000.0
237,^NYA,2008-08-29,8466.0703125,8466.0703125,8380.58984375,8382.080078125,8382.080078125,3288120000.0
238,^IXIC,2008-08-29,2388.669921875,2393.489990234375,2360.909912109375,2367.52001953125,2367.52001953125,1559030000.0
245,^DJI,2008-08-29,11713.23046875,11713.23046875,11543.3896484375,11543.9599609375,11543.9599609375,166910000.0
246,^GSPC,2008-08-29,1296.489990234375,1297.5899658203125,1282.739990234375,1282.8299560546875,1282.8299560546875,3288120000.0
255,^NYA,2008-09-02,8382.76953125,8434.900390625,8263.580078125,8296.9697265625,8296.9697265625,4783560000.0
256,^IXIC,2008-09-02,2402.110107421875,2413.110107421875,2338.3701171875,2349.239990234375,2349.239990234375,2010580000.0
263,^DJI,2008-09-02,11545.6298828125,11790.169921875,11471.900390625,11516.919921875,11516.919921875,177090000.0
264,^GSPC,2008-09-02,1287.8299560546875,1303.0400390625,1272.199951171875,1277.5799560546875,1277.5799560546875,4783560000.0
267,^NYA,2008-09-03,8296.98046875,8299.3603515625,8209.01953125,8269.25,8269.25,5056980000.0
268,^IXIC,2008-09-03,2346.81005859375,2357.429931640625,2320.909912109375,2333.72998046875,2333.72998046875,2062140000.0
273,^DJI,2008-09-03,11506.009765625,11554.3798828125,11416.5302734375,11532.8798828125,11532.8798828125,174250000.0
274,^GSPC,2008-09-03,1276.6099853515625,1280.5999755859375,1265.5899658203125,1274.97998046875,1274.97998046875,5056980000.0
277,^NYA,2008-09-04,8269.2099609375,8269.2099609375,7991.93994140625,8008.25,8008.25,5212500000.0
278,^IXIC,2008-09-04,2315.179931640625,2317.320068359375,2259.0400390625,2259.0400390625,2259.0400390625,2332320000.0
285,^DJI,2008-09-04,11532.48046875,11532.48046875,11176.01953125,11188.23046875,11188.23046875,229200000.0
286,^GSPC,2008-09-04,1271.800048828125,1271.800048828125,1232.8299560546875,1236.8299560546875,1236.8299560546875,5212500000.0
289,^NYA,2008-09-05,8008.22998046875,8043.39990234375,7860.85986328125,8033.759765625,8033.759765625,5017080000.0
290,^IXIC,2008-09-05,2241.6201171875,2264.35009765625,2216.989990234375,2255.8798828125,2255.8798828125,2261030000.0
297,^DJI,2008-09-05,11185.6298828125,11245.150390625,11037.849609375,11220.9599609375,11220.9599609375,198300000.0
298,^GSPC,2008-09-05,1233.2099609375,1244.93994140625,1217.22998046875,1242.31005859375,1242.31005859375,5017080000.0
301,^NYA,2008-09-08,8033.830078125,8241.7099609375,8033.830078125,8168.6201171875,8168.6201171875,7351340000.0
302,^IXIC,2008-09-08,2296.179931640625,2303.889892578125,2236.969970703125,2269.760009765625,2269.760009765625,2566300000.0
309,^DJI,2008-09-08,11224.8701171875,11570.66015625,11224.7900390625,11510.740234375,11510.740234375,273000000.0
310,^GSPC,2008-09-08,1249.5,1274.4200439453125,1247.1199951171875,1267.7900390625,1267.7900390625,7351340000.0
313,^NYA,2008-09-09,8168.58984375,8168.58984375,7871.06982421875,7871.14990234375,7871.14990234375,7380630000.0
314,^IXIC,2008-09-09,2269.929931640625,2285.5400390625,2209.81005859375,2209.81005859375,2209.81005859375,2590590000.0
321,^DJI,2008-09-09,11514.73046875,11577.5,11230.73046875,11230.73046875,11230.73046875,257300000.0
322,^GSPC,2008-09-09,1267.97998046875,1268.6600341796875,1224.510009765625,1224.510009765625,1224.510009765625,7380630000.0
325,^NYA,2008-09-10,7871.39013671875,8022.97021484375,7868.89013671875,7957.259765625,7957.259765625,6543440000.0
326,^IXIC,2008-09-10,2232.2099609375,2247.6298828125,2209.590087890625,2228.699951171875,2228.699951171875,2250360000.0
333,^DJI,2008-09-10,11233.91015625,11380.6298828125,11215.259765625,11268.919921875,11268.919921875,214260000.0
334,^GSPC,2008-09-10,1227.5,1243.9000244140625,1221.5999755859375,1232.0400390625,1232.0400390625,6543440000.0
337,^NYA,2008-09-11,7957.3798828125,8013.009765625,7783.93994140625,8011.25,8011.25,6869250000.0
338,^IXIC,2008-09-11,2199.030029296875,2259.25,2191.530029296875,2258.219970703125,2258.219970703125,2269670000.0
345,^DJI,2008-09-11,11264.4404296875,11445.6796875,11098.669921875,11433.7099609375,11433.7099609375,247820000.0
346,^GSPC,2008-09-11,1229.0400390625,1249.97998046875,1211.5400390625,1249.050048828125,1249.050048828125,6869250000.0
349,^NYA,2008-09-12,8010.8798828125,8105.06982421875,7946.52001953125,8091.83984375,8091.83984375,6273260000.0
350,^IXIC,2008-09-12,2239.25,2268.830078125,2228.0,2261.27001953125,2261.27001953125,1973590000.0
357,^DJI,2008-09-12,11429.3203125,11459.9296875,11280.400390625,11421.990234375,11421.990234375,238890000.0
358,^GSPC,2008-09-12,1245.8800048828125,1255.0899658203125,1233.81005859375,1251.699951171875,1251.699951171875,6273260000.0
361,^NYA,2008-09-15,8091.56982421875,8091.56982421875,7680.14990234375,7680.14990234375,7680.14990234375,8279510000.0
362,^IXIC,2008-09-15,2202.280029296875,2244.8798828125,2179.909912109375,2179.909912109375,2179.909912109375,2697820000.0
367,^DJI,2008-09-15,11416.3701171875,11416.4501953125,10917.509765625,10917.509765625,10917.509765625,432970000.0
368,^GSPC,2008-09-15,1250.9200439453125,1250.9200439453125,1192.699951171875,1192.699951171875,1192.699951171875,8279510000.0
371,^NYA,2008-09-16,7680.06005859375,7793.14990234375,7502.22021484375,7793.1298828125,7793.1298828125,9459830000.0
372,^IXIC,2008-09-16,2149.64990234375,2214.2900390625,2145.169921875,2207.89990234375,2207.89990234375,3187630000.0
379,^DJI,2008-09-16,10905.6201171875,11093.2197265625,10742.7001953125,11059.01953125,11059.01953125,494760000.0
380,^GSPC,2008-09-16,1188.31005859375,1214.8399658203125,1169.280029296875,1213.5999755859375,1213.5999755859375,9459830000.0
383,^NYA,2008-09-17,7793.1298828125,7793.1298828125,7434.7900390625,7440.39013671875,7440.39013671875,9431870000.0
384,^IXIC,2008-09-17,2177.580078125,2183.25,2098.85009765625,2098.85009765625,2098.85009765625,3102010000.0
391,^DJI,2008-09-17,11056.580078125,11057.3095703125,10595.900390625,10609.66015625,10609.66015625,463200000.0
392,^GSPC,2008-09-17,1210.3399658203125,1210.3399658203125,1155.8800048828125,1156.3900146484375,1156.3900146484375,9431870000.0
395,^NYA,2008-09-18,7440.39013671875,7806.41015625,7318.83984375,7775.16015625,7775.16015625,10082690000.0
396,^IXIC,2008-09-18,2137.419921875,2201.7099609375,2070.219970703125,2199.10009765625,2199.10009765625,3867290000.0
403,^DJI,2008-09-18,10609.009765625,11076.4404296875,10459.4404296875,11019.6904296875,11019.6904296875,488060000.0
404,^GSPC,2008-09-18,1157.0799560546875,1211.1400146484375,1133.5,1206.510009765625,1206.510009765625,10082690000.0
407,^NYA,2008-09-19,7775.169921875,8201.240234375,7775.169921875,8187.1298828125,8187.1298828125,9387170000.0
408,^IXIC,2008-09-19,2303.89990234375,2318.429931640625,2239.72998046875,2273.89990234375,2273.89990234375,3898230000.0
415,^DJI,2008-09-19,11027.509765625,11483.0498046875,11026.7001953125,11388.4404296875,11388.4404296875,655110000.0
416,^GSPC,2008-09-19,1213.1099853515625,1265.1199951171875,1213.1099853515625,1255.0799560546875,1255.0799560546875,9387170000.0
419,^NYA,2008-09-22,8187.14013671875,8187.14013671875,7905.2900390625,7918.60986328125,7918.60986328125,5368130000.0
420,^IXIC,2008-09-22,2265.77001953125,2266.449951171875,2178.97998046875,2178.97998046875,2178.97998046875,1881160000.0
427,^DJI,2008-09-22,11394.419921875,11394.580078125,10992.2001953125,11015.6904296875,11015.6904296875,213210000.0
428,^GSPC,2008-09-22,1255.3699951171875,1255.3699951171875,1205.6099853515625,1207.0899658203125,1207.0899658203125,5368130000.0
431,^NYA,2008-09-23,7918.6201171875,7986.2998046875,7759.1298828125,7785.27001953125,7785.27001953125,5185730000.0
432,^IXIC,2008-09-23,2190.7099609375,2209.6201171875,2151.77001953125,2153.330078125,2153.330078125,1974180000.0
438,^DJI,2008-09-23,11015.6904296875,11143.2099609375,10833.9404296875,10854.169921875,10854.169921875,204480000.0
439,^GSPC,2008-09-23,1207.6099853515625,1221.1500244140625,1187.06005859375,1188.219970703125,1188.219970703125,5185730000.0
442,^NYA,2008-09-24,7785.27978515625,7829.52001953125,7733.77978515625,7768.81982421875,7768.81982421875,4820360000.0
443,^IXIC,2008-09-24,2167.550048828125,2179.929931640625,2147.360107421875,2155.679931640625,2155.679931640625,1818170000.0
450,^DJI,2008-09-24,10850.01953125,10928.400390625,10753.5703125,10825.169921875,10825.169921875,183630000.0
451,^GSPC,2008-09-24,1188.7900390625,1197.4100341796875,1179.7900390625,1185.8699951171875,1185.8699951171875,4820360000.0
454,^NYA,2008-09-25,7768.7900390625,7979.27978515625,7768.7900390625,7927.8701171875,7927.8701171875,5877640000.0
455,^IXIC,2008-09-25,2172.260009765625,2210.739990234375,2167.06005859375,2186.570068359375,2186.570068359375,1846330000.0
462,^DJI,2008-09-25,10827.169921875,11129.1904296875,10827.009765625,11022.0595703125,11022.0595703125,218530000.0
463,^GSPC,2008-09-25,1187.8699951171875,1220.030029296875,1187.8699951171875,1209.1800537109375,1209.1800537109375,5877640000.0
466,^NYA,2008-09-26,7927.85986328125,7927.85986328125,7752.5400390625,7890.3701171875,7890.3701171875,5383610000.0
467,^IXIC,2008-09-26,2144.06005859375,2187.530029296875,2136.85009765625,2183.340087890625,2183.340087890625,1949200000.0
474,^DJI,2008-09-26,11019.0400390625,11168.0595703125,10868.8203125,11143.1298828125,11143.1298828125,232560000.0
475,^GSPC,2008-09-26,1204.469970703125,1215.77001953125,1187.5400390625,1213.27001953125,1213.27001953125,5383610000.0
478,^NYA,2008-09-29,7890.3701171875,7890.3701171875,7167.77001953125,7204.009765625,7204.009765625,7305060000.0
479,^IXIC,2008-09-29,2147.159912109375,2152.68994140625,1983.72998046875,1983.72998046875,1983.72998046875,2808100000.0
485,^DJI,2008-09-29,11139.6201171875,11139.9404296875,10365.4501953125,10365.4501953125,10365.4501953125,385940000.0
486,^GSPC,2008-09-29,1209.0699462890625,1209.0699462890625,1106.4200439453125,1106.4200439453125,1106.4200439453125,7305060000.0
489,^NYA,2008-09-30,7204.009765625,7541.259765625,7204.009765625,7532.7998046875,7532.7998046875,6065000000.0
490,^IXIC,2008-09-30,2033.68994140625,2094.31005859375,2015.9300537109373,2091.8798828125,2091.8798828125,2376240000.0
496,^DJI,2008-09-30,10371.580078125,10868.900390625,10371.419921875,10850.66015625,10850.66015625,319770000.0
497,^GSPC,2008-09-30,1113.780029296875,1168.030029296875,1113.780029296875,1166.3599853515625,1166.3599853515625,4937680000.0
500,^NYA,2008-10-01,7532.7998046875,7546.81005859375,7364.97998046875,7519.9501953125,7519.9501953125,5782130000.0
501,^IXIC,2008-10-01,2075.10009765625,2083.199951171875,2046.06005859375,2069.39990234375,2069.39990234375,1899330000.0
507,^DJI,2008-10-01,10847.400390625,10882.51953125,10631.9501953125,10831.0703125,10831.0703125,256670000.0
508,^GSPC,2008-10-01,1164.1700439453125,1167.030029296875,1140.77001953125,1161.06005859375,1161.06005859375,5782130000.0
511,^NYA,2008-10-02,7519.9501953125,7519.9501953125,7137.72998046875,7155.41015625,7155.41015625,6285640000.0
512,^IXIC,2008-10-02,2052.510009765625,2056.429931640625,1975.0,1976.719970703125,1976.719970703125,2173750000.0
516,^DJI,2008-10-02,10825.5400390625,10825.5400390625,10439.51953125,10482.849609375,10482.849609375,395330000.0
517,^GSPC,2008-10-02,1160.6400146484375,1160.6400146484375,1111.4300537109375,1114.280029296875,1114.280029296875,6285640000.0
520,^NYA,2008-10-03,7155.41015625,7417.759765625,7073.16015625,7088.93994140625,7088.93994140625,6716120000.0
521,^IXIC,2008-10-03,2005.9200439453125,2046.81005859375,1947.18994140625,1947.3900146484373,1947.3900146484373,2501480000.0
527,^DJI,2008-10-03,10483.9599609375,10796.259765625,10310.25,10325.3798828125,10325.3798828125,299690000.0
528,^GSPC,2008-10-03,1115.1600341796875,1153.8199462890625,1098.1400146484375,1099.22998046875,1099.22998046875,6716120000.0
531,^NYA,2008-10-06,7088.93994140625,7088.93994140625,6436.06005859375,6754.91015625,6754.91015625,7956020000.0
532,^IXIC,2008-10-06,1898.6300048828125,1905.010009765625,1777.02001953125,1862.9599609375,1862.9599609375,3502250000.0
539,^DJI,2008-10-06,10322.51953125,10322.759765625,9525.3203125,9955.5,9955.5,391460000.0
540,^GSPC,2008-10-06,1097.56005859375,1097.56005859375,1007.969970703125,1056.8900146484375,1056.8900146484375,7956020000.0
543,^NYA,2008-10-07,6754.89990234375,6878.47998046875,6388.1201171875,6388.3798828125,6388.3798828125,7069210000.0
544,^IXIC,2008-10-07,1867.969970703125,1886.3499755859373,1754.8800048828125,1754.8800048828125,1754.8800048828125,2825810000.0
551,^DJI,2008-10-07,9955.419921875,10124.0302734375,9436.669921875,9447.1103515625,9447.1103515625,362520000.0
552,^GSPC,2008-10-07,1057.5999755859375,1072.9100341796875,996.22998046875,996.22998046875,996.22998046875,7069210000.0
555,^NYA,2008-10-08,6388.3798828125,6503.60009765625,6166.64013671875,6306.35009765625,6306.35009765625,8716330000.0
556,^IXIC,2008-10-08,1710.9599609375,1806.8900146484373,1706.8599853515625,1740.3299560546875,1740.3299560546875,3516070000.0
563,^DJI,2008-10-08,9437.23046875,9628.0703125,9194.7802734375,9258.099609375,9258.099609375,479270000.0
564,^GSPC,2008-10-08,988.9099731445312,1021.0599975585938,970.969970703125,984.9400024414062,984.9400024414062,8716330000.0
567,^NYA,2008-10-09,6306.35009765625,6432.4599609375,5793.4501953125,5809.97998046875,5809.97998046875,8285670000.0
568,^IXIC,2008-10-09,1766.25,1787.4100341796875,1634.8800048828125,1645.1199951171875,1645.1199951171875,2622310000.0
573,^DJI,2008-10-09,9261.6904296875,9448.1396484375,8579.1904296875,8579.1904296875,8579.1904296875,436740000.0
574,^GSPC,2008-10-09,988.4199829101562,1005.25,909.1900024414062,909.9199829101562,909.9199829101562,6819000000.0
577,^NYA,2008-10-10,5809.97998046875,5887.5498046875,5336.58984375,5704.1298828125,5704.1298828125,11456230000.0
578,^IXIC,2008-10-10,1590.77001953125,1690.77001953125,1542.449951171875,1649.510009765625,1649.510009765625,4164090000.0
585,^DJI,2008-10-10,8568.669921875,8901.2802734375,7882.509765625,8451.1904296875,8451.1904296875,674920000.0
586,^GSPC,2008-10-10,902.3099975585938,936.3599853515624,839.7999877929688,899.219970703125,899.219970703125,11456230000.0
589,^NYA,2008-10-13,5704.1298828125,6413.14990234375,5704.1298828125,6400.9599609375,6400.9599609375,7263370000.0
590,^IXIC,2008-10-13,1734.5999755859375,1844.25,1715.739990234375,1844.25,1844.25,2665690000.0
596,^DJI,2008-10-13,8462.419921875,9427.990234375,8462.1796875,9387.6103515625,9387.6103515625,399290000.0
597,^GSPC,2008-10-13,912.75,1006.9299926757812,912.75,1003.3499755859376,1003.3499755859376,7263370000.0
600,^NYA,2008-10-14,6401.0,6650.41015625,6206.02978515625,6380.52978515625,6380.52978515625,8161990000.0
601,^IXIC,2008-10-14,1894.8699951171875,1896.949951171875,1752.8900146484375,1779.010009765625,1779.010009765625,2912850000.0
608,^DJI,2008-10-14,9388.9697265625,9794.3701171875,9085.4296875,9310.990234375,9310.990234375,412740000.0
609,^GSPC,2008-10-14,1009.969970703125,1044.31005859375,972.0700073242188,998.010009765625,998.010009765625,8161990000.0
612,^NYA,2008-10-15,6380.52001953125,6380.52001953125,5740.02978515625,5759.9599609375,5759.9599609375,6542330000.0
613,^IXIC,2008-10-15,1754.6199951171875,1761.22998046875,1628.3299560546875,1628.3299560546875,1628.3299560546875,2540180000.0
620,^DJI,2008-10-15,9301.91015625,9308.759765625,8530.1201171875,8577.91015625,8577.91015625,374350000.0
621,^GSPC,2008-10-15,994.5999755859376,994.5999755859376,903.989990234375,907.8400268554688,907.8400268554688,6542330000.0
624,^NYA,2008-10-16,5760.06982421875,5977.2099609375,5498.0498046875,5970.89990234375,5970.89990234375,7984500000.0
625,^IXIC,2008-10-16,1644.550048828125,1717.719970703125,1565.719970703125,1717.7099609375,1717.7099609375,3331040000.0
632,^DJI,2008-10-16,8577.0400390625,9013.26953125,8197.669921875,8979.259765625,8979.259765625,422450000.0
633,^GSPC,2008-10-16,909.530029296875,947.7100219726562,865.8300170898438,946.4299926757812,946.4299926757812,7984500000.0
636,^NYA,2008-10-17,5970.89990234375,6219.27001953125,5792.8798828125,5948.7998046875,5948.7998046875,6581780000.0
637,^IXIC,2008-10-17,1678.780029296875,1782.5799560546875,1670.280029296875,1711.2900390625,1711.2900390625,2711030000.0
644,^DJI,2008-10-17,8975.349609375,9281.1201171875,8718.25,8852.2197265625,8852.2197265625,360600000.0
645,^GSPC,2008-10-17,942.2899780273438,984.6400146484376,918.739990234375,940.5499877929688,940.5499877929688,6581780000.0
648,^NYA,2008-10-20,5948.7998046875,6287.66015625,5948.7998046875,6287.60009765625,6287.60009765625,5175640000.0
649,^IXIC,2008-10-20,1735.1300048828125,1770.050048828125,1698.010009765625,1770.030029296875,1770.030029296875,2021750000.0
656,^DJI,2008-10-20,8852.2998046875,9266.6298828125,8852.2197265625,9265.4296875,9265.4296875,241400000.0
657,^GSPC,2008-10-20,943.510009765625,985.4000244140624,943.510009765625,985.4000244140624,985.4000244140624,5175640000.0
660,^NYA,2008-10-21,6287.60009765625,6287.60009765625,6040.58984375,6051.33984375,6051.33984375,5121830000.0
661,^IXIC,2008-10-21,1741.8399658203125,1768.5400390625,1695.1199951171875,1696.6800537109375,1696.6800537109375,2099810000.0
668,^DJI,2008-10-21,9262.7998046875,9284.5498046875,9004.26953125,9033.66015625,9033.66015625,231160000.0
669,^GSPC,2008-10-21,980.4000244140624,985.4400024414062,952.469970703125,955.0499877929688,955.0499877929688,5121830000.0
672,^NYA,2008-10-22,6051.35009765625,6051.35009765625,5508.81005859375,5630.47021484375,5630.47021484375,6147980000.0
673,^IXIC,2008-10-22,1671.22998046875,1678.7099609375,1587.219970703125,1615.75,1615.75,2560810000.0
680,^DJI,2008-10-22,9027.83984375,9027.83984375,8335.2998046875,8519.2099609375,8519.2099609375,348840000.0
